( 66, -5.14669344e-03, 0.015, 0.02127051, 0,  1)
( 67,  5.48864156e-03, 0.015, 0.02110355, 0, -1)
( 68, -1.89683419e-02, 0.015, 0.02089554, 0, -1)
( 69,  3.62572260e-03, 0.015, 0.02067725, 0,  1)
( 70, -1.96160676e-04, 0.015, 0.02057231, 0, -1)
( 71,  1.62566174e-02, 0.015, 0.02048291, 0, -1)
( 72, -2.31497195e-02, 0.015, 0.02026458, 0, -1)
( 73,  1.32737802e-02, 0.015, 0.02009344, 0,  1)
( 74, -4.28814404e-02, 0.015, 0.02004546, 0, -1)
( 75,  9.67156794e-03, 0.015, 0.01995689, 0, -1)
( 76, -3.20803002e-02, 0.015, 0.01996162, 0,  1)
( 77, -1.08285695e-02, 0.015, 0.01987991, 0, -1)
( 78,  1.18083060e-02, 0.015, 0.01994443, 0, -1)
( 79, -2.90439208e-03, 0.015, 0.02002256, 0, -1)
( 80, -2.28876099e-02, 0.015, 0.01999773, 0,  1)
( 81, -2.95727905e-02, 0.015, 0.02003079, 0, -1)
( 82,  6.89816009e-03, 0.015, 0.02006199, 0, -1)
( 83,  9.33360774e-03, 0.015, 0.02181465, 1,  0)
( 84, -4.50899079e-02, 0.015, 0.02149536, 1,  1)
( 85,  1.99500341e-02, 0.015, 0.02118018, 1,  0)
( 86, -1.60277598e-02, 0.015, 0.02080595, 1,  0)
( 87,  2.61309203e-02, 0.015, 0.0204365 , 1,  0)
( 88,  2.76284125e-02, 0.015, 0.0199697 , 1,  0)
( 89,  1.78912301e-02, 0.015, 0.01970924, 1,  0)
( 90,  1.30095594e-02, 0.015, 0.01951747, 1,  0)
( 91,  4.21977192e-02, 0.015, 0.01931668, 1,  0)
( 92,  9.41714831e-03, 0.015, 0.01918499, 1,  0)
( 93,  1.69964600e-02, 0.015, 0.01905453, 1,  0)
( 94, -6.42389944e-03, 0.015, 0.01881854, 1,  0)
( 95, -2.20986549e-02, 0.015, 0.01859462, 1,  0)
( 96,  2.97298450e-02, 0.015, 0.01847824, 1,  0)
( 97,  2.14122534e-02, 0.015, 0.0183276 , 1,  0)
( 98,  1.27978642e-02, 0.015, 0.01811483, 1,  0)
( 99,  1.08825313e-02, 0.015, 0.01791393, 1,  0)
(100,  6.54545985e-03, 0.015, 0.01764117, 1,  0)
(101,  2.31906250e-02, 0.015, 0.01864037, 1,  0)
(102,  8.08521453e-03, 0.015, 0.01831402, 1,  0)
(103,  1.61658227e-02, 0.015, 0.0180739 , 1,  0)
(104,  7.93131348e-03, 0.015, 0.01782941, 1,  0)
(105,  1.07089314e-03, 0.015, 0.01758221, 1,  0)
(106,  3.00293528e-02, 0.015, 0.01731173, 1,  0)
(107,  2.70350054e-02, 0.015, 0.01715126, 1,  0)
(108, -1.52204931e-02, 0.015, 0.01697232, 1,  0)
(109, -2.84420960e-02, 0.015, 0.01680483, 1,  0)
(110,  2.58405823e-02, 0.015, 0.01665097, 1,  0)
(111, -2.75799427e-02, 0.015, 0.01646534, 1,  0)
(112, -5.45259146e-03, 0.015, 0.01630324, 1,  0)
(113, -2.93136435e-03, 0.015, 0.01614825, 1,  0)
(114, -9.19313729e-03, 0.015, 0.01594606, 1,  0)
(115,  2.49597244e-02, 0.015, 0.01544612, 1,  0)
(116, -1.31725492e-02, 0.015, 0.01516483, 1,  0)
(117,  2.04226933e-02, 0.015, 0.01489645, 1,  0)
(118, -1.40731800e-02, 0.015, 0.01473856, 1,  0)
(119, -1.94920618e-02, 0.015, 0.01451109, 1,  0)
(120,  7.27187749e-03, 0.015, 0.01535717, 1,  0)
(121,  6.67799846e-04, 0.015, 0.01514059, 1,  0)
(122, -1.68487546e-03, 0.015, 0.01499044, 1,  0)
(123,  2.32142787e-02, 0.015, 0.01477939, 1,  0)
(124,  1.55148609e-02, 0.015, 0.01464718, 1,  0)
(125, -4.72070929e-03, 0.015, 0.01448649, 1,  0)
(126, -5.10005886e-03, 0.015, 0.01437121, 1,  0)
(127, -6.80477358e-03, 0.015, 0.01419659, 1,  0)
(128,  1.08371284e-02, 0.015, 0.0139295 , 1,  0)
(129, -1.04534384e-02, 0.015, 0.01377049, 1,  0)
(130,  1.29922684e-02, 0.015, 0.01361268, 1,  0)
(131,  6.10212190e-03, 0.015, 0.013454  , 1,  0)
(132, -7.35459104e-03, 0.015, 0.01332113, 1,  0)
(133,  1.54688489e-03, 0.015, 0.01324756, 1,  0)
(134,  5.58907120e-03, 0.015, 0.01313841, 1,  0)
(135,  2.73338333e-03, 0.015, 0.01299701, 1,  0)
(136,  1.19839311e-02, 0.015, 0.01290192, 1,  0)
(137,  1.00805713e-02, 0.015, 0.01269675, 1,  0)
(138, -1.48128262e-02, 0.015, 0.01329547, 1,  0)
(139, -1.74263734e-02, 0.015, 0.01299729, 1,  0)
(140,  1.03324093e-02, 0.015, 0.0126716 , 1,  0)
(141,  9.58673377e-03, 0.015, 0.01238792, 1,  0)
(142,  6.19239931e-04, 0.015, 0.01217572, 1,  0)
(143,  3.13818455e-03, 0.015, 0.01196902, 1,  0)
(144, -2.74443123e-02, 0.015, 0.01187612, 1,  0)
(145,  1.05051985e-02, 0.015, 0.01175489, 1,  0)
(146, -2.67630792e-03, 0.015, 0.01165929, 1,  0)
(147,  1.41075319e-02, 0.015, 0.01152323, 1,  0)
(148, -5.53141069e-03, 0.015, 0.01143644, 1,  0)
(149,  3.51189170e-03, 0.015, 0.01131611, 1,  0)
(150, -1.12634301e-02, 0.015, 0.0111449 , 1,  0)
(151,  5.07292897e-03, 0.015, 0.01094241, 1,  0)
(152, -1.34003721e-02, 0.015, 0.01076321, 1,  0)
(153, -3.18870251e-03, 0.015, 0.0106008 , 1,  0)
(154,  6.58150529e-03, 0.015, 0.01047294, 1,  0)
(155, -1.05337901e-02, 0.015, 0.01033461, 1,  0)
(156,  1.18515990e-03, 0.015, 0.01020836, 1,  0)
(157, -1.17242988e-02, 0.015, 0.01064909, 1,  0)
(158,  9.34915524e-03, 0.015, 0.01054955, 1,  0)
(159,  3.51891574e-03, 0.015, 0.01041106, 1,  0)
(160, -1.72024351e-02, 0.015, 0.01039239, 1,  0)
(161,  6.60984591e-03, 0.015, 0.01019689, 1,  0)
(162,  7.92610552e-03, 0.015, 0.01007853, 1,  0)
(163, -8.32303055e-03, 0.015, 0.01006129, 1,  0)
(164, -2.70034070e-03, 0.015, 0.01003876, 1,  0)
(165,  1.35802838e-04, 0.015, 0.01001005, 1,  0)
(166, -1.57925338e-02, 0.015, 0.0100017 , 1,  0)
(167, -1.05732791e-02, 0.015, 0.01000567, 1,  0)
(168, -1.41743189e-02, 0.015, 0.01009019, 1,  0)
(169, -2.53457297e-02, 0.015, 0.01013895, 1,  0)
(170,  3.21641169e-03, 0.015, 0.01028574, 1,  0)
(171, -1.34564179e-03, 0.015, 0.01050445, 1,  0)
(172, -2.38994192e-02, 0.015, 0.01047997, 1,  0)
(173,  4.12893947e-03, 0.015, 0.01044739, 1,  0)
(174, -2.59227958e-03, 0.015, 0.01026413, 1,  0)
(175,  7.96271581e-03, 0.015, 0.0103458 , 1,  0)
(176, -6.38438808e-03, 0.015, 0.00996034, 1,  0)
(177,  1.48377009e-02, 0.015, 0.00953696, 1,  0)
(178, -1.34145571e-02, 0.015, 0.0092117 , 1,  0)
(179, -4.56828205e-03, 0.015, 0.00899065, 1,  0)
(180, -7.21783144e-03, 0.015, 0.00885268, 1,  0)
(181,  3.08463140e-03, 0.015, 0.00867159, 1,  0)
(182, -6.05221931e-03, 0.015, 0.00857496, 1,  0)
(183, -9.64118913e-03, 0.015, 0.00848054, 1,  0)
(184, -1.37649721e-03, 0.015, 0.00840126, 1,  0)
(185,  5.80101088e-03, 0.015, 0.008273  , 1,  0)
(186,  3.46132298e-03, 0.015, 0.00817188, 1,  0)
(187,  5.67062292e-03, 0.015, 0.00812897, 1,  0)
(188, -3.96032305e-03, 0.015, 0.0080175 , 1,  0)
(189, -3.88107612e-04, 0.015, 0.00792574, 1,  0)
(190, -8.40071402e-03, 0.015, 0.00782463, 1,  0)
(191, -1.00112166e-02, 0.015, 0.00770066, 1,  0)
(192, -5.99402701e-04, 0.015, 0.00764145, 1,  0)
(193,  4.84486081e-04, 0.015, 0.00756024, 1,  0)
(194,  1.31727867e-02, 0.015, 0.00782973, 1,  0)
(195, -4.86783683e-03, 0.015, 0.00775696, 1,  0)
(196, -1.72349252e-02, 0.015, 0.00769882, 1,  0)
(197,  8.48250277e-03, 0.015, 0.00764936, 1,  0)
(198, -4.53835027e-03, 0.015, 0.00761516, 1,  0)
(199,  4.88915574e-03, 0.015, 0.00751177, 1,  0)
(200, -1.01435557e-02, 0.015, 0.00744068, 1,  0)
(201, -8.48097913e-03, 0.015, 0.00741399, 1,  0)
(202,  5.12062758e-03, 0.015, 0.00734441, 1,  0)
(203, -1.61952004e-02, 0.015, 0.00722908, 1,  0)
(204,  7.44640315e-03, 0.015, 0.0071645 , 1,  0)
(205,  2.59265583e-03, 0.015, 0.0071533 , 1,  0)
(206,  2.44370755e-03, 0.015, 0.00688392, 1,  0)
(207, -1.34945922e-02, 0.015, 0.00660952, 1,  0)
(208,  2.30618287e-03, 0.015, 0.00649218, 1,  0)
(209,  9.14142933e-04, 0.015, 0.00645936, 1,  0)
(210, -1.90954699e-04, 0.015, 0.0064337 , 1,  0)
(211, -7.86464568e-03, 0.015, 0.00637931, 1,  0)
(212, -4.81854007e-03, 0.015, 0.00655681, 1,  0)
(213,  7.48038432e-03, 0.015, 0.00650066, 1,  0)
(214, -5.27740037e-03, 0.015, 0.00648554, 1,  0)
(215, -2.44413386e-03, 0.015, 0.00644765, 1,  0)
(216, -2.72161211e-03, 0.015, 0.00637694, 1,  0)
(217,  6.70928601e-03, 0.015, 0.00631472, 1,  0)
(218,  1.59061165e-04, 0.015, 0.00630108, 1,  0)
(219,  1.64087676e-03, 0.015, 0.00625883, 1,  0)
(220,  1.02677476e-03, 0.015, 0.00624305, 1,  0)
(221, -2.79196864e-03, 0.015, 0.00617505, 1,  0)
(222,  3.28488578e-03, 0.015, 0.00616068, 1,  0)
(223, -1.14235189e-02, 0.015, 0.00608184, 1,  0)
(224, -1.25565417e-02, 0.015, 0.00608411, 1,  0)
(225, -7.83127081e-03, 0.015, 0.00601906, 1,  0)
(226,  6.91532716e-03, 0.015, 0.00595847, 1,  0)
(227, -1.80409607e-02, 0.015, 0.00594644, 1,  0)
(228,  4.05299012e-03, 0.015, 0.00590283, 1,  0)
(229,  7.82421848e-04, 0.015, 0.00585782, 1,  0)
(230,  2.92896177e-03, 0.015, 0.00581839, 1,  0)
(231,  3.14739859e-03, 0.015, 0.00603743, 1,  0)
(232, -6.17601536e-03, 0.015, 0.00596204, 1,  0)
(233, -1.23544049e-03, 0.015, 0.00595708, 1,  0)
(234, -7.57014239e-03, 0.015, 0.0059109 , 1,  0)
(235,  2.33958126e-03, 0.015, 0.00589555, 1,  0)
(236, -2.85779097e-04, 0.015, 0.00582344, 1,  0)
(237, -2.89030722e-03, 0.015, 0.00580108, 1,  0)
(238, -1.90591987e-03, 0.015, 0.00575737, 1,  0)
(239, -5.13233128e-04, 0.015, 0.00570372, 1,  0)
(240, -1.05563391e-04, 0.015, 0.00570512, 1,  0)
(241,  4.61223535e-03, 0.015, 0.00561962, 1,  0)
(242, -1.94289116e-03, 0.015, 0.00561094, 1,  0)
(243, -1.57461187e-03, 0.015, 0.00553525, 1,  0)
(244, -1.33179734e-03, 0.015, 0.00543685, 1,  0)
(245, -1.95113185e-03, 0.015, 0.00521713, 1,  0)
(246, -4.04818056e-05, 0.015, 0.00515448, 1,  0)
(247, -2.61390302e-03, 0.015, 0.00508413, 1,  0)
(248, -3.06095975e-03, 0.015, 0.0051103 , 1,  0)
(249,  8.20371788e-05, 0.015, 0.00523412, 1,  0)
(250,  6.56910846e-03, 0.015, 0.00518482, 1,  0)
(251, -6.74305344e-03, 0.015, 0.00518806, 1,  0)
(252, -3.32647498e-04, 0.015, 0.00961714, 1,  0)
(253,             nan, 0.015,        inf, 1,  0)
(254,             nan, 0.015,        inf, 1,  0)
(255,             nan, 0.015,        inf, 1,  0)
